iter	Precision	Logloss
98	0.8550729922	0.4063226885
99	0.857178557	0.4057053454
100	0.8548513624	0.4027385264
101	0.8548513624	0.4026547558
102	0.8548513624	0.4021123699
103	0.8588613754	0.4005793089
104	0.8588613754	0.4003462346
105	0.8607784763	0.397708739
106	0.8588613754	0.3971192031
107	0.8588613754	0.3966442991
108	0.8588613754	0.396448078
109	0.854406063	0.3961540663
110	0.854406063	0.3960786727
111	0.8546290537	0.3959169488
112	0.8557338391	0.3945575956
113	0.8538680839	0.3927996918
114	0.8561710657	0.3902627501
115	0.8561710657	0.390176478
116	0.8559527842	0.3900051845
117	0.8607897991	0.3875936661
118	0.8607897991	0.3875802569
119	0.8595434846	0.3856335783
120	0.8616300631	0.385404198
121	0.8618385466	0.3852699323
122	0.86393262	0.3828302867
123	0.8643424068	0.3812934153
124	0.8622536344	0.3811905636
125	0.8643424068	0.3810732556
126	0.8643424068	0.3810024577
127	0.8622536344	0.3809669716
128	0.8622536344	0.3805930869
129	0.8622536344	0.380197416
130	0.8620464028	0.3798686453
131	0.8601749332	0.3786002181
132	0.8599650821	0.3785871871
133	0.8599650821	0.3785180472
134	0.8599650821	0.3785093211
135	0.8620464028	0.3784516415
136	0.8599650821	0.3782296202
137	0.8599650821	0.3781718243
138	0.8620464028	0.3781664723
139	0.8620464028	0.3781620511
140	0.8620464028	0.3781584443
141	0.8620464028	0.3781554774
142	0.8620464028	0.3780700197
143	0.8620464028	0.3780667619
144	0.8643424068	0.3770214323
145	0.8643424068	0.3770190471
146	0.8643424068	0.3769861206
147	0.8664413237	0.376905026
148	0.8664413237	0.3769045606
149	0.8664413237	0.3769011283
150	0.8664413237	0.3768503714
151	0.8664413237	0.3768320757
152	0.8643424068	0.376830505
153	0.8643424068	0.3768292542
154	0.8643424068	0.3768280908
155	0.8666426239	0.3760309025
156	0.8666426239	0.3760300299
157	0.8666426239	0.3757333131
158	0.8666426239	0.3757326732
159	0.8666426239	0.3757209511
160	0.8666426239	0.3757204567
161	0.8666426239	0.3757200785
162	0.8666426239	0.3756915732
163	0.8666426239	0.3756913696
164	0.8649524798	0.3739677013
165	0.8649524798	0.3739677013
166	0.8670434095	0.3732689727
167	0.8670434095	0.3732687981
168	0.8670434095	0.3732200774
169	0.8670434095	0.373211264
170	0.8649524798	0.3721937124
171	0.8649524798	0.3720683182
172	0.8630763724	0.3719503412
173	0.8630763724	0.371790828
174	0.8697331421	0.3698381283
175	0.8697331421	0.3698342307
176	0.8697331421	0.3697943524
177	0.8695375084	0.3697917345
178	0.8695375084	0.369735073
179	0.8693412862	0.3696581669
180	0.8691444729	0.369611744
181	0.8720286779	0.3668002207
182	0.8720286779	0.3667951887
183	0.8720286779	0.3667342804
184	0.8720286779	0.3667303828
185	0.8718363158	0.3666921624
186	0.8716433745	0.366660952
187	0.8716433745	0.3666605157
188	0.8718363158	0.3666243896
189	0.8718363158	0.3666234298
190	0.8718363158	0.3665873618
191	0.8737594653	0.3665615617
192	0.8737594653	0.3665612126
193	0.8737594653	0.3665610381
194	0.8716433745	0.3665439931
195	0.8714498513	0.3665248829
196	0.8714498513	0.3665246502
197	0.8714498513	0.366511532
198	0.8714498513	0.3664958831
199	0.8714498513	0.3664531834
200	0.8716433745	0.3664230783
201	0.8716433745	0.3663677839
202	0.8716433745	0.3663526004
203	0.8689470657	0.3648002838
204	0.8689470657	0.3647884745
205	0.8689470657	0.3647872819
206	0.8689470657	0.3647872819
207	0.8689470657	0.364785653
208	0.8689470657	0.3647773341
209	0.8689470657	0.3647693352
210	0.8689470657	0.364769277
211	0.8689470657	0.364769277
212	0.8689470657	0.3647413535
213	0.8689470657	0.3647315221
214	0.8689470657	0.3647252393
215	0.8689470657	0.3647238722
216	0.8689470657	0.3647165713
217	0.8685504591	0.3632222542
218	0.8685504591	0.3632152152
219	0.8664413237	0.3627934241
220	0.8664413237	0.3627892647
221	0.868749062	0.362557092
222	0.868749062	0.362530681
223	0.868749062	0.3625298666
224	0.868749062	0.3625249799
225	0.868749062	0.3624822802
226	0.8689470657	0.3624807677
227	0.8689470657	0.3624768118
228	0.8689470657	0.362454473
229	0.868749062	0.362172736
230	0.868749062	0.3621611594
231	0.868749062	0.3621433872
232	0.868749062	0.3621179942
233	0.8693412862	0.361456846
234	0.8693412862	0.3614553917
235	0.8693412862	0.3614520757
236	0.8691444729	0.3613861064
237	0.8693412862	0.3613553323
238	0.8691444729	0.3606832764
239	0.8716433745	0.360179111
240	0.8714498513	0.3601656727
241	0.8714498513	0.360159739
242	0.8714498513	0.3601573539
243	0.8714498513	0.3601547942
244	0.8735686699	0.3581486035
245	0.8720286779	0.3559287105
246	0.8720286779	0.3559276924
247	0.8720286779	0.3559258309
248	0.8718363158	0.3559171629
249	0.8718363158	0.35591152
250	0.8718363158	0.3559043646
251	0.8718363158	0.355903492
252	0.8724116751	0.3555016256
253	0.8722204635	0.3554394666
254	0.8703165387	0.3547074915
255	0.8703165387	0.3547051646
256	0.8703165387	0.3546995798
257	0.8682314413	0.3546703474
258	0.866156311	0.3546618249
259	0.866156311	0.3538573067
260	0.866156311	0.3538391855
261	0.866156311	0.3538372076
262	0.866156311	0.3531291711
263	0.8678377968	0.3528690167
264	0.8724116751	0.3521968736
265	0.8703165387	0.3521962337
266	0.866354866	0.351302971
267	0.866354866	0.3513029419
268	0.866354866	0.3513011094
269	0.8638893405	0.3510531134
270	0.8638893405	0.3510300765
271	0.8659571651	0.3510254807
272	0.8659571651	0.3510223393
273	0.8659571651	0.3510223102
274	0.8638893405	0.3510207686
275	0.8638893405	0.3510164056
276	0.866156311	0.3509787669
277	0.866156311	0.3509773126
278	0.866156311	0.3509757419
279	0.866156311	0.3509447933
280	0.866156311	0.3509437171
281	0.866156311	0.3509421754
282	0.866156311	0.3507581418
283	0.866156311	0.3507426966
284	0.866156311	0.3507413004
285	0.866156311	0.3507406023
286	0.866156311	0.3507400206
287	0.866156311	0.3496375349
288	0.866156311	0.3496370986
289	0.866156311	0.3496364587
290	0.866156311	0.3496357024
291	0.866354866	0.3496227878
292	0.866156311	0.3494350019
293	0.866156311	0.348574433
294	0.866156311	0.348569401
295	0.866156311	0.3485668995
296	0.866156311	0.3485551774
297	0.866156311	0.3485454623
298	0.866156311	0.3485366199
299	0.866156311	0.3479200621
300	0.866156311	0.3479195967
301	0.866156311	0.3479189277
302	0.866156311	0.3479170661
303	0.866156311	0.347830445
304	0.866156311	0.3478296305
305	0.866156311	0.3478274199
306	0.866156311	0.347000941
307	0.866156311	0.3469934947
308	0.866156311	0.346992913
309	0.866156311	0.3469924476
310	0.866156311	0.3469842742
311	0.866156311	0.3468800262
312	0.866156311	0.3468795899
313	0.866156311	0.3468790664
314	0.866156311	0.3468774084
315	0.866156311	0.3468706602
316	0.866156311	0.3467877913
317	0.8646927118	0.3457645677
318	0.8646927118	0.3457625316
319	0.8644927594	0.345756307
320	0.8644927594	0.3457560743
321	0.8644927594	0.3457558998
322	0.8644927594	0.3457495588
323	0.8644927594	0.3457434214
324	0.8644927594	0.345743276
325	0.8644927594	0.3457431597
326	0.8644927594	0.3457430724
327	0.8644927594	0.3457411817
328	0.8644927594	0.3457359461
329	0.8644927594	0.3457350735
330	0.8630481658	0.3442242931
331	0.8630481658	0.3442185048
332	0.8630481658	0.344216905
333	0.8630481658	0.3442114076
334	0.8630481658	0.3442109131
335	0.8630481658	0.344210215
336	0.8630481658	0.3442051538
337	0.8630481658	0.3442049793
338	0.8610151037	0.3442007326
339	0.8610151037	0.3441976785
340	0.8610151037	0.3441951479
341	0.8610151037	0.344193519
342	0.8610151037	0.3441932282
343	0.8610151037	0.3441927919
344	0.8591972921	0.3438313273
345	0.8591972921	0.3438310946
346	0.8591972921	0.3438307165
347	0.8591972921	0.3438253354
348	0.8610151037	0.3428159573
349	0.8612183233	0.3418430252
350	0.8612183233	0.3418406982
351	0.8612183233	0.3418399711
352	0.8612183233	0.3418394475
353	0.8612183233	0.341837935
354	0.8612183233	0.3418377605
355	0.8612183233	0.3418357244
356	0.8612183233	0.3418349099
357	0.8612183233	0.3418334556
358	0.8650908516	0.3409548527
359	0.8650908516	0.3409522058
360	0.8650908516	0.3409446141
361	0.8650908516	0.3409443523
362	0.8650908516	0.34094156
363	0.8650908516	0.3409394948
364	0.8650908516	0.3409390294
365	0.8650908516	0.3409352481
366	0.8650908516	0.3409349281
367	0.8650908516	0.340931554
368	0.8650908516	0.3409295761
369	0.8650908516	0.340929198
370	0.8650908516	0.3409271619
371	0.8650908516	0.3409271037
372	0.8650908516	0.3409267547
373	0.8650908516	0.3409188139
374	0.8650908516	0.3409173305
375	0.8650908516	0.3409131129
376	0.8650908516	0.340912153
377	0.8650908516	0.3408978131
378	0.8650908516	0.3408975513
379	0.8650908516	0.3408975222
380	0.8650908516	0.3408963296
381	0.8650908516	0.3408953407
382	0.8650908516	0.3408950498
383	0.8650908516	0.340891443
384	0.8650908516	0.3404845736
385	0.8650908516	0.3404082784
386	0.8650908516	0.3404046134
387	0.864892075	0.3400827072
388	0.864892075	0.3400813401
389	0.864892075	0.3400793913
390	0.864892075	0.3400790132
391	0.864892075	0.3400780533
392	0.864892075	0.3400777624
393	0.864892075	0.340076948
394	0.8628468566	0.3397681601
395	0.864892075	0.3397053321
396	0.864892075	0.3396950062
397	0.864892075	0.3396948026
398	0.8652890441	0.3394266202
399	0.8652890441	0.3394229552
400	0.8652890441	0.3394213845
401	0.8652890441	0.3394201919
402	0.8652890441	0.3394191739
403	0.8652890441	0.3393992202
404	0.8652890441	0.3393991038
405	0.8652890441	0.3393988421
406	0.8652890441	0.3393976495
407	0.864892075	0.3385932477
408	0.864892075	0.338592346
409	0.8650908516	0.3380668015
410	0.8650908516	0.3380667724
411	0.8650908516	0.3380631656
412	0.8650908516	0.3380623512
413	0.8650908516	0.3380622639
414	0.8650908516	0.3380591516
415	0.8650908516	0.3380561266
416	0.8650908516	0.3380560102
417	0.8650908516	0.3380542068
418	0.8650908516	0.3380500765
419	0.8650908516	0.3380490584
420	0.8650908516	0.3380478077
421	0.8650908516	0.3380464406
422	0.8650908516	0.3380429501
423	0.8650908516	0.3380420194
424	0.8650908516	0.3380412631
425	0.8650908516	0.3380400414
426	0.8650908516	0.3380400414
427	0.8650908516	0.3380390816
428	0.8650908516	0.3380382671
429	0.8650908516	0.3380334678
430	0.8650908516	0.3380307336
431	0.8650908516	0.3380277667
432	0.8650908516	0.3380233455
433	0.8650908516	0.3380170627
434	0.8650908516	0.33801683
435	0.8650908516	0.3380165973
436	0.8650908516	0.3380143867
437	0.8650908516	0.3380135722
438	0.8650908516	0.3380112453
439	0.8650908516	0.3380110417
440	0.864892075	0.3380087147
441	0.864892075	0.3380079875
442	0.864892075	0.338004148
443	0.8650908516	0.3380027519
444	0.8650908516	0.3380016466
445	0.8650908516	0.3379996105
446	0.8650908516	0.3379967018
447	0.8650908516	0.3379955092
448	0.8650908516	0.3379943457
449	0.8650908516	0.3379937931
450	0.8650908516	0.3379847179
451	0.8650908516	0.337956678
452	0.8650908516	0.3379562999
453	0.8650908516	0.3379559799
454	0.8650908516	0.3379501625
455	0.8650908516	0.3379499589
456	0.8650908516	0.3379488827
457	0.8650908516	0.3379469048
458	0.8650908516	0.3379430071
459	0.8650908516	0.3379413782
460	0.8669470121	0.3368289738
461	0.8669470121	0.3368242327
462	0.8669470121	0.3368240872
463	0.8669470121	0.3368201023
464	0.8669470121	0.3368185025
465	0.8669470121	0.3368149248
466	0.8669470121	0.336810649
467	0.8667502139	0.3368083221
468	0.8669470121	0.3368054715
469	0.8669470121	0.3368015157
470	0.8669470121	0.3367992178
471	0.8669470121	0.3367984616
472	0.8669470121	0.3367965127
473	0.8669470121	0.336794942
474	0.8669470121	0.3367934877
475	0.8690117372	0.3367917424
476	0.8690117372	0.3367906371
477	0.8690117372	0.3367893573
478	0.8690117372	0.3367883684
479	0.8690117372	0.3367846452
480	0.8690117372	0.3367776934
481	0.8690117372	0.3367761518
482	0.8690117372	0.3367750756
483	0.8690117372	0.3367715851
484	0.8690117372	0.3367707998
485	0.8690117372	0.336770189
486	0.8690117372	0.3367696945
487	0.8690117372	0.3367633535
488	0.8690117372	0.3367602703
489	0.8690117372	0.3367549183
490	0.8690117372	0.3367353718
491	0.8690117372	0.3367310087
492	0.8690117372	0.3367281291
493	0.8690117372	0.3364091898
494	0.8690117372	0.3364086081
495	0.8690117372	0.3364070956
496	0.8690117372	0.3364012782
497	0.8690117372	0.3363977295
498	0.8690117372	0.3363947627
499	0.8690117372	0.3363938319
